Time,COOLANT_TEMPERATURE (),Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature,Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [��,Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
33:09.3,91,115,1482,87,31,15.3,83.5,29,33.7,34.1
33:09.4,91,115,1482,87,31,15.3,83.5,29,33.7,34.1
33:09.5,91,115,1482,87,31,19.16,83.5,29,33.7,34.1
33:09.5,91,115,1482,87,31,19.16,83.5,29,33.7,34.1
33:09.6,91,115,1482,87,31,19.16,83.5,29,33.7,34.1
33:09.7,91,115,1482,87,31,19.16,83.5,29,48.2,34.1
33:09.8,91,115,1482,87,31,19.16,83.5,29,48.2,52.2
33:09.8,91,115,1482,87,31,19.16,83.5,29,48.2,52.2
33:09.9,91,132,1482,87,31,19.16,83.5,29,48.2,52.2
33:10.0,91,132,1492,87,31,19.16,83.5,29,48.2,52.2
33:10.1,91,132,1492,88,31,19.16,83.5,29,48.2,52.2
33:10.1,91,132,1492,88,31,19.16,83.5,29,48.2,52.2
33:10.2,91,132,1492,88,31,34.47,83.5,29,48.2,52.2
33:10.3,91,132,1492,88,31,34.47,83.5,29,48.2,52.2
33:10.4,91,132,1492,88,31,34.47,83.5,29,48.2,52.2
33:10.4,91,132,1492,88,31,34.47,83.5,29,74.1,52.2
33:10.5,91,132,1492,88,31,34.47,83.5,29,74.1,74.9
33:10.6,91,132,1492,88,31,34.47,83.5,29,74.1,74.9
33:10.7,91,165,1492,88,31,34.47,83.5,29,74.1,74.9
33:10.7,91,165,1513,88,31,34.47,83.5,29,74.1,74.9
33:10.8,91,165,1513,89,31,34.47,83.5,29,74.1,74.9
33:10.9,91,165,1513,89,34,34.47,83.5,29,74.1,74.9
33:11.0,91,165,1513,89,34,42.77,83.5,29,74.1,74.9
33:11.0,91,165,1513,89,34,42.77,83.5,29,74.1,74.9
33:11.1,91,165,1513,89,34,42.77,83.5,29,74.1,74.9
33:11.2,91,165,1513,89,34,42.77,83.5,29,78,74.9
33:11.3,91,165,1513,89,34,42.77,83.5,29,78,77.3
33:11.3,91,165,1513,89,34,42.77,83.5,29,78,77.3
33:11.4,91,200,1513,89,34,42.77,83.5,29,78,77.3
33:11.5,91,200,1553,89,34,42.77,83.5,29,78,77.3
33:11.6,91,200,1553,92,34,42.77,83.5,29,78,77.3
33:11.6,91,200,1553,92,35,42.77,83.5,29,78,77.3
33:11.7,91,200,1553,92,35,49.27,83.5,29,78,77.3
33:11.8,91,200,1553,92,35,49.27,83.5,29,78,77.3
33:11.9,91,200,1553,92,35,49.27,83.5,29,78,77.3
33:12.0,91,200,1553,92,35,49.27,83.5,29,77.6,77.3
33:12.0,91,200,1553,92,35,49.27,83.5,29,77.6,77.3
33:12.1,91,200,1553,92,35,49.27,83.5,29,77.6,77.3
33:12.2,91,216,1553,92,35,49.27,83.5,29,77.6,77.3
33:12.2,91,216,1586,92,35,49.27,83.5,29,77.6,77.3
33:12.3,91,216,1586,94,35,49.27,83.5,29,77.6,77.3
33:12.4,91,216,1586,94,36,49.27,83.5,29,77.6,77.3
33:12.5,91,216,1586,94,36,51.38,83.5,29,77.6,77.3
33:12.7,91,216,1586,94,36,51.38,83.5,29,77.6,77.3
33:12.8,91,216,1586,94,36,51.38,83.5,29,77.6,77.3
33:12.8,91,216,1586,94,36,51.38,83.5,29,77.6,77.3
33:12.9,91,216,1586,94,36,51.38,83.5,29,77.6,77.3
33:13.0,91,216,1586,94,36,51.38,83.5,29,77.6,77.3
33:13.1,91,217,1586,94,36,51.38,83.5,29,77.6,77.3
33:13.1,91,217,1638,94,36,51.38,83.5,29,77.6,77.3
33:13.2,91,217,1638,97,36,51.38,83.5,29,77.6,77.3
33:13.3,91,217,1638,97,37,51.38,83.5,29,77.6,77.3
33:13.4,91,217,1638,97,37,53.91,83.5,29,77.6,77.3
33:13.4,91,217,1638,97,37,53.91,83.5,29,77.6,77.3
33:13.5,91,217,1638,97,37,53.91,83.5,29,77.6,77.3
33:13.6,91,217,1638,97,37,53.91,83.5,29,77.6,77.3
33:13.7,91,217,1638,97,37,53.91,83.5,29,77.6,77.3
33:13.7,91,217,1638,97,37,53.91,83.5,29,77.6,77.3
33:13.8,91,219,1638,97,37,53.91,83.5,29,77.6,77.3
33:13.9,91,219,1683,97,37,53.91,83.5,29,77.6,77.3
33:14.0,91,219,1683,99,37,53.91,83.5,29,77.6,77.3
33:14.0,91,219,1683,99,37,53.91,83.5,29,77.6,77.3
33:14.1,91,219,1683,99,37,55.41,83.5,29,77.6,77.3
33:14.2,91,219,1683,99,37,55.41,83.5,29,77.6,77.3
33:14.3,91,219,1683,99,37,55.41,83.5,29,77.6,77.3
33:14.4,91,219,1683,99,37,55.41,83.5,29,77.6,77.3
33:14.4,91,219,1683,99,37,55.41,83.5,29,77.6,77.3
33:14.5,91,219,1683,99,37,55.41,83.5,29,77.6,77.3
33:14.6,91,221,1683,99,37,55.41,83.5,29,77.6,77.3
33:14.7,91,221,1713,99,37,55.41,83.5,29,77.6,77.3
33:14.7,91,221,1713,101,37,55.41,83.5,29,77.6,77.3
33:14.8,91,221,1713,101,36,55.41,83.5,29,77.6,77.3
33:14.9,91,221,1713,101,36,57.55,83.5,29,77.6,77.3
33:14.9,91,221,1713,101,36,57.55,83.5,29,77.6,77.3
33:15.0,91,221,1713,101,36,57.55,83.5,29,77.6,77.3
33:15.1,91,221,1713,101,36,57.55,83.5,29,77.6,77.3
33:15.2,91,221,1713,101,36,57.55,83.5,29,77.6,77.3
33:15.2,91,221,1713,101,36,57.55,83.5,29,77.6,77.3
33:15.3,91,222,1713,101,36,57.55,83.5,29,77.6,77.3
33:15.4,91,222,1744,101,36,57.55,83.5,29,77.6,77.3
33:15.5,91,222,1744,104,36,57.55,83.5,29,77.6,77.3
33:15.5,91,222,1744,104,36,57.55,83.5,29,77.6,77.3
33:15.6,91,222,1744,104,36,59.41,83.5,29,77.6,77.3
33:15.7,91,222,1744,104,36,59.41,83.5,29,77.6,77.3
33:15.8,91,222,1744,104,36,59.41,83.5,29,77.6,77.3
33:15.8,91,222,1744,104,36,59.41,83.5,29,77.3,77.3
33:15.9,91,222,1744,104,36,59.41,83.5,29,77.3,76.9
33:16.0,91,222,1744,104,36,59.41,83.5,29,77.3,76.9
33:16.1,91,223,1744,104,36,59.41,83.5,29,77.3,76.9
33:16.1,91,223,1782,104,36,59.41,83.5,29,77.3,76.9
33:16.2,91,223,1782,106,36,59.41,83.5,29,77.3,76.9
33:16.3,91,223,1782,106,36,59.41,83.5,29,77.3,76.9
33:16.4,91,223,1782,106,36,60.55,83.5,29,77.3,76.9
33:16.5,91,223,1782,106,36,60.55,83.5,29,77.3,76.9
33:16.5,91,223,1782,106,36,60.55,83.5,29,77.3,76.9
33:16.6,91,223,1782,106,36,60.55,83.5,29,76.5,76.9
33:16.7,91,223,1782,106,36,60.55,83.5,29,76.5,76.1
33:16.7,91,223,1782,106,36,60.55,83.5,29,76.5,76.1
33:16.8,91,223,1782,106,36,60.55,83.5,29,76.5,76.1
33:16.9,91,223,1831,106,36,60.55,83.5,29,76.5,76.1
33:17.0,91,223,1831,108,36,60.55,83.5,29,76.5,76.1
33:17.0,91,223,1831,108,35,60.55,83.5,29,76.5,76.1
33:17.1,91,223,1831,108,35,61.8,83.5,29,76.5,76.1
33:17.2,91,223,1831,108,35,61.8,83.5,29,76.5,76.1
33:17.3,91,223,1831,108,35,61.8,83.5,29,76.5,76.1
33:17.3,91,223,1831,108,35,61.8,83.5,29,70.6,76.1
33:17.4,91,223,1831,108,35,61.8,83.5,29,70.6,70.2
33:17.5,91,223,1831,108,35,61.8,83.5,29,70.6,70.2
33:17.6,91,223,1831,108,35,61.8,83.5,29,70.6,70.2
33:17.6,91,223,1854,108,35,61.8,83.5,29,70.6,70.2
33:17.7,91,223,1854,110,35,61.8,83.5,29,70.6,70.2
33:17.8,91,223,1854,110,35,61.8,83.5,29,70.6,70.2
33:17.9,91,223,1854,110,35,62.86,83.5,29,70.6,70.2
33:17.9,91,223,1854,110,35,62.86,83.5,29,70.6,70.2
33:18.0,91,223,1854,110,35,62.86,83.5,29,70.6,70.2
33:18.1,91,223,1854,110,35,62.86,83.5,29,70.2,70.2
33:18.2,91,223,1854,110,35,62.86,83.5,29,70.2,70.2
33:18.2,91,223,1854,110,35,62.86,83.5,29,70.2,70.2
33:18.3,91,222,1854,110,35,62.86,83.5,29,70.2,70.2
33:18.4,91,222,1898,110,35,62.86,83.5,29,70.2,70.2
33:18.5,91,222,1898,112,35,62.86,83.5,29,70.2,70.2
33:18.5,91,222,1898,112,35,62.86,83.5,29,70.2,70.2
33:18.6,91,222,1898,112,35,63.77,83.5,29,70.2,70.2
33:18.7,91,222,1898,112,35,63.77,83.5,29,70.2,70.2
33:18.8,91,222,1898,112,35,63.77,83.5,29,70.2,70.2
33:18.8,91,222,1898,112,35,63.77,83.5,29,71.4,70.2
33:18.9,91,222,1898,112,35,63.77,83.5,29,71.4,71.8
33:19.0,92,222,1898,112,35,63.77,83.5,29,71.4,71.8
33:19.1,92,223,1898,112,35,63.77,83.5,29,71.4,71.8
33:19.1,92,223,1933,112,35,63.77,83.5,29,71.4,71.8
33:19.2,92,223,1933,114,35,63.77,83.5,29,71.4,71.8
33:19.3,92,223,1933,114,35,63.77,83.5,29,71.4,71.8
33:19.4,92,223,1933,114,35,65.47,83.5,29,71.4,71.8
33:19.4,92,223,1933,114,35,65.47,83.5,29,71.4,71.8
33:19.5,92,223,1933,114,35,65.47,83.5,29,71.4,71.8
33:19.6,92,223,1933,114,35,65.47,83.5,29,77.3,71.8
33:19.7,92,223,1933,114,35,65.47,83.5,29,77.3,76.9
33:19.7,92,223,1933,114,35,65.47,83.5,29,77.3,76.9
33:19.8,92,223,1933,114,35,65.47,83.5,29,77.3,76.9
33:19.9,92,223,1960,114,35,65.47,83.5,29,77.3,76.9
33:20.0,92,223,1960,116,35,65.47,83.5,29,77.3,76.9
33:20.0,92,223,1960,116,35,65.47,83.5,29,77.3,76.9
33:20.1,92,223,1960,116,35,66.47,83.5,29,77.3,76.9
33:20.2,92,223,1960,116,35,66.47,83.5,29,77.3,76.9
33:20.3,92,223,1960,116,35,66.47,83.5,29,77.3,76.9
33:20.3,92,223,1960,116,35,66.47,83.5,29,77.6,76.9
33:20.4,92,223,1960,116,35,66.47,83.5,29,77.6,77.3
33:20.5,92,223,1960,116,35,66.47,83.5,29,77.6,77.3
33:20.6,92,224,1960,116,35,66.47,83.5,29,77.6,77.3
33:20.6,92,224,1985,116,35,66.47,83.5,29,77.6,77.3
33:20.7,92,224,1985,118,35,66.47,83.5,29,77.6,77.3
33:20.8,92,224,1985,118,35,66.47,83.5,29,77.6,77.3
33:20.9,92,224,1985,118,35,68.36,83.5,29,77.6,77.3
33:20.9,92,224,1985,118,35,68.36,83.5,29,77.6,77.3
33:21.0,92,224,1985,118,35,68.36,83.5,29,77.6,77.3
33:21.1,92,224,1985,118,35,68.36,83.5,29,78,77.3
33:21.2,92,224,1985,118,35,68.36,83.5,29,78,77.6
33:21.2,92,224,1985,118,35,68.36,83.5,29,78,77.6
33:21.3,92,224,1985,118,35,68.36,83.5,29,78,77.6
33:21.4,92,224,2015,118,35,68.36,83.5,29,78,77.6
33:21.5,92,224,2015,120,35,68.36,83.5,29,78,77.6
33:21.5,92,224,2015,120,35,68.36,83.5,29,78,77.6
33:21.6,92,224,2015,120,35,69.27,83.5,29,78,77.6
33:21.7,92,224,2015,120,35,69.27,83.5,29,78,77.6
33:21.8,92,224,2015,120,35,69.27,83.5,29,78,77.6
33:21.8,92,224,2015,120,35,69.27,83.5,29,78,77.6
33:21.9,92,224,2015,120,35,69.27,83.5,29,78,77.6
33:22.0,92,224,2015,120,35,69.27,83.5,29,78,77.6
33:22.1,92,224,2015,120,35,69.27,83.5,29,78,77.6
33:22.2,92,224,2052,120,35,69.27,83.5,29,78,77.6
33:22.2,92,224,2052,121,35,69.27,83.5,29,78,77.6
33:22.3,92,224,2052,121,35,69.27,83.5,29,78,77.6
33:22.4,92,224,2052,121,35,69.88,83.5,29,78,77.6
33:22.4,92,224,2052,121,35,69.88,83.5,29,78,77.6
33:22.5,92,224,2052,121,35,69.88,83.5,29,78,77.6
33:22.6,92,224,2052,121,35,69.88,83.5,29,78,77.6
33:22.7,92,224,2052,121,35,69.88,83.5,29,78,77.6
33:22.7,92,224,2052,121,35,69.88,83.5,29,78,77.6
33:22.8,92,224,2052,121,35,69.88,83.5,29,78,77.6
33:22.9,92,224,2076,121,35,69.88,83.5,29,78,77.6
33:23.0,92,224,2076,123,35,69.88,83.5,29,78,77.6
33:23.0,92,224,2076,123,35,69.88,83.5,29,78,77.6
33:23.1,92,224,2076,123,35,71.3,83.5,29,78,77.6
33:23.2,92,224,2076,123,35,71.3,83.5,29,78,77.6
33:23.3,92,224,2076,123,35,71.3,83.5,29,78,77.6
33:23.4,92,224,2076,123,35,71.3,83.5,29,78,77.6
33:23.4,92,224,2076,123,35,71.3,83.5,29,78,77.6
33:23.5,92,224,2076,123,35,71.3,83.5,29,78,77.6
33:23.6,92,224,2076,123,35,71.3,83.5,29,78,77.6
33:23.7,92,224,2106,123,35,71.3,83.5,29,78,77.6
33:23.7,92,224,2106,125,35,71.3,83.5,29,78,77.6
33:23.8,92,224,2106,125,34,71.3,83.5,29,78,77.6
33:23.9,92,224,2106,125,34,72.11,83.5,29,78,77.6
33:24.0,92,224,2106,125,34,72.11,83.5,29,78,77.6
33:24.0,92,224,2106,125,34,72.11,83.5,29,78,77.6
33:24.1,92,224,2106,125,34,72.11,83.5,29,78,77.6
33:24.2,92,224,2106,125,34,72.11,83.5,29,78,77.6
33:24.2,92,224,2106,125,34,72.11,83.5,29,78,77.6
33:24.3,92,224,2106,125,34,72.11,83.5,29,78,77.6
33:24.4,92,224,2141,125,34,72.11,83.5,29,78,77.6
33:24.5,92,224,2141,126,34,72.11,83.5,29,78,77.6
33:24.5,92,224,2141,126,34,72.11,83.5,29,78,77.6
33:24.6,92,224,2141,126,34,73.61,83.5,29,78,77.6
33:24.7,92,224,2141,126,34,73.61,83.5,29,78,77.6
33:24.8,92,224,2141,126,34,73.61,83.5,29,78,77.6
33:24.8,92,224,2141,126,34,73.61,83.5,29,78,77.6
33:24.9,92,224,2141,126,34,73.61,83.5,29,78,77.6
33:25.0,92,224,2141,126,34,73.61,83.5,29,78,77.6
33:25.1,92,225,2141,126,34,73.61,83.5,29,78,77.6
33:25.1,92,225,2159,126,34,73.61,83.5,29,78,77.6
33:25.2,92,225,2159,128,34,73.61,83.5,29,78,77.6
33:25.3,92,225,2159,128,34,73.61,83.5,29,78,77.6
33:25.4,92,225,2159,128,34,74.86,83.5,29,78,77.6
33:25.4,92,225,2159,128,34,74.86,83.5,29,78,77.6
33:25.5,92,225,2159,128,34,74.86,83.5,29,78,77.6
33:25.6,92,225,2159,128,34,74.86,83.5,29,78,77.6
33:25.7,92,225,2159,128,34,74.86,83.5,29,78,77.6
33:25.7,92,225,2159,128,34,74.86,83.5,29,78,77.6
33:25.8,92,225,2159,128,34,74.86,83.5,29,78,77.6
33:25.9,92,225,2195,128,34,74.86,83.5,29,78,77.6
33:26.0,92,225,2195,130,34,74.86,83.5,29,78,77.6
33:26.0,92,225,2195,130,34,74.86,83.5,29,78,77.6
33:26.1,92,225,2195,130,34,75.97,83.5,29,78,77.6
33:26.2,92,225,2195,130,34,75.97,83.5,29,78,77.6
33:26.3,92,225,2195,130,34,75.97,83.5,29,78,77.6
33:26.4,92,225,2195,130,34,75.97,83.5,29,78,77.6
33:26.4,92,225,2195,130,34,75.97,83.5,29,78,77.6
33:26.5,92,225,2195,130,34,75.97,83.5,29,78,77.6
33:26.6,92,225,2195,130,34,75.97,83.5,29,78,77.6
33:26.7,92,225,2227,130,34,75.97,83.5,29,78,77.6
33:26.7,92,225,2227,131,34,75.97,83.5,29,78,77.6
33:26.8,92,225,2227,131,34,75.97,83.5,29,78,77.6
33:26.9,92,225,2227,131,34,76.94,83.5,29,78,77.6
33:26.9,92,225,2227,131,34,76.94,83.5,29,78,77.6
33:27.0,92,225,2227,131,34,76.94,83.5,29,78,77.6
33:27.1,92,225,2227,131,34,76.94,83.5,29,78,77.6
33:27.2,92,225,2227,131,34,76.94,83.5,29,78,77.6
33:27.2,92,225,2227,131,34,76.94,83.5,29,78,77.6
33:27.3,92,225,2227,131,34,76.94,83.5,29,78,77.6
33:27.4,92,225,2254,131,34,76.94,83.5,29,78,77.6
33:27.5,92,225,2254,133,34,76.94,83.5,29,78,77.6
33:27.6,92,225,2254,133,34,76.94,83.5,29,78,77.6
33:27.7,92,225,2254,133,34,78.36,83.5,29,78,77.6
33:27.8,92,225,2254,133,34,78.36,83.5,29,78,77.6
33:27.9,92,225,2254,133,34,78.36,83.5,29,78,77.6
33:27.9,92,225,2254,133,34,78.36,83.5,29,78,77.6
33:28.0,92,225,2254,133,34,78.36,83.5,29,78,77.6
33:28.1,92,225,2254,133,34,78.36,83.5,29,78,77.6
33:28.1,92,225,2254,133,34,78.36,83.5,29,78,77.6
33:28.2,92,225,2284,133,34,78.36,83.5,29,78,77.6
33:28.3,92,225,2284,135,34,78.36,83.5,29,78,77.6
33:28.4,92,225,2284,135,34,78.36,83.5,29,78,77.6
33:28.5,92,225,2284,135,34,79.36,83.5,29,78,77.6
33:28.6,92,225,2284,135,34,79.36,83.5,29,78,77.6
33:28.7,92,225,2284,135,34,79.36,83.5,29,78,77.6
33:28.7,92,225,2284,135,34,79.36,83.5,29,78,77.6
33:28.8,92,225,2284,135,34,79.36,83.5,29,78,77.6
33:28.9,92,225,2284,135,34,79.36,83.5,29,78,77.6
33:29.0,92,226,2284,135,34,79.36,83.5,29,78,77.6
33:29.0,92,226,2313,135,34,79.36,83.5,29,78,77.6
33:29.1,92,226,2313,137,34,79.36,83.5,29,78,77.6
33:29.2,92,226,2313,137,34,79.36,83.5,29,78,77.6
33:29.3,92,226,2313,137,34,80.52,83.5,29,78,77.6
33:29.4,92,226,2313,137,34,80.52,83.5,29,78,77.6
33:29.5,92,226,2313,137,34,80.52,83.5,29,78,77.6
33:29.6,92,226,2313,137,34,80.52,83.5,29,78,77.6
33:29.7,92,226,2313,137,34,80.52,83.5,29,78,77.6
33:29.7,92,226,2313,137,34,80.52,83.5,29,78,77.6
33:29.8,92,226,2313,137,34,80.52,83.5,29,78,77.6
33:29.9,92,226,2348,137,34,80.52,83.5,29,78,77.6
33:30.0,92,226,2348,139,34,80.52,83.5,29,78,77.6
33:30.1,92,226,2348,139,34,80.52,83.5,29,78,77.6
33:30.2,92,226,2348,139,34,81.49,83.5,29,78,77.6
33:30.3,92,226,2348,139,34,81.49,83.5,29,78,77.6
33:30.4,92,226,2348,139,34,81.49,83.5,29,78,77.6
33:30.5,92,226,2348,139,34,81.49,83.5,29,77.6,77.6
33:30.6,92,226,2348,139,34,81.49,83.5,29,77.6,76.1
33:30.7,92,226,2348,139,34,81.49,83.5,29,77.6,76.1
33:30.8,92,225,2348,139,34,81.49,83.5,29,77.6,76.1
33:30.9,92,225,2324,139,34,81.49,83.5,29,77.6,76.1
33:30.9,92,225,2324,141,34,81.49,83.5,29,77.6,76.1
33:31.0,92,225,2324,141,34,81.49,83.5,29,77.6,76.1
33:31.1,92,225,2324,141,34,40.19,83.5,29,77.6,76.1
33:31.2,92,225,2324,141,34,40.19,83.5,29,77.6,76.1
33:31.3,92,225,2324,141,34,40.19,83.5,29,77.6,76.1
33:31.4,92,225,2324,141,34,40.19,83.5,29,14.1,76.1
33:31.5,92,225,2324,141,34,40.19,83.5,29,14.1,14.5
33:31.6,92,225,2324,141,34,40.19,83.5,29,14.1,14.5
33:31.7,92,143,2324,141,34,40.19,83.5,29,14.1,14.5
33:31.8,92,143,2334,141,34,40.19,83.5,29,14.1,14.5
33:31.8,92,143,2334,138,34,40.19,83.5,29,14.1,14.5
33:31.9,92,143,2334,138,33,40.19,83.5,29,14.1,14.5
33:32.0,92,143,2334,138,33,37.72,83.5,29,14.1,14.5
33:32.1,92,143,2334,138,33,37.72,83.5,29,14.1,14.5
33:32.2,92,143,2334,138,33,37.72,83.5,29,14.1,14.5
33:32.3,92,143,2334,138,33,37.72,83.5,29,14.1,14.5
33:32.4,92,143,2334,138,33,37.72,83.5,29,14.1,14.5
33:32.5,92,143,2334,138,33,37.72,83.5,29,14.1,14.5
33:32.6,92,145,2334,138,33,37.72,83.5,29,14.1,14.5
33:32.7,92,145,2296,138,33,37.72,83.5,29,14.1,14.5
33:32.7,92,145,2296,136,33,37.72,83.5,29,14.1,14.5
33:32.8,92,145,2296,136,31,37.72,83.5,29,14.1,14.5
33:32.9,92,145,2296,136,31,48.77,83.5,29,14.1,14.5
33:33.0,92,145,2296,136,31,48.77,83.5,29,14.1,14.5
33:33.1,92,145,2296,136,31,48.77,83.5,29,14.1,14.5
33:33.2,92,145,2296,136,31,48.77,83.5,29,14.1,14.5
33:33.3,92,145,2296,136,31,48.77,83.5,29,14.1,14.5
33:33.4,92,145,2296,136,31,48.77,83.5,29,14.1,14.5
33:33.5,92,139,2296,136,31,48.77,83.5,29,14.1,14.5
33:33.6,92,139,2258,136,31,48.77,83.5,29,14.1,14.5
33:33.6,92,139,2258,134,31,48.77,83.5,29,14.1,14.5
33:33.7,92,139,2258,134,33,48.77,83.5,29,14.1,14.5
33:33.8,92,139,2258,134,33,46.13,83.5,29,14.1,14.5
33:33.9,92,139,2258,134,33,46.13,83.5,29,14.1,14.5
33:34.0,92,139,2258,134,33,46.13,83.5,29,14.1,14.5
33:34.1,92,139,2258,134,33,46.13,83.5,29,14.1,14.5
33:34.2,92,139,2258,134,33,46.13,83.5,29,14.1,14.5
33:34.3,92,139,2258,134,33,46.13,83.5,29,14.1,14.5
33:34.4,92,135,2258,134,33,46.13,83.5,29,14.1,14.5
33:34.5,92,135,2204,134,33,46.13,83.5,29,14.1,14.5
33:34.5,92,135,2204,131,33,46.13,83.5,29,14.1,14.5
33:34.6,92,135,2204,131,33,46.13,83.5,29,14.1,14.5
33:34.7,92,135,2204,131,33,44.19,83.5,29,14.1,14.5
33:34.8,92,135,2204,131,33,44.19,83.5,29,14.1,14.5
33:34.9,92,135,2204,131,33,44.19,83.5,29,14.1,14.5
33:35.0,92,135,2204,131,33,44.19,83.5,29,14.1,14.5
33:35.1,92,135,2204,131,33,44.19,83.5,29,14.1,14.5
33:35.2,92,135,2204,131,33,44.19,83.5,29,14.1,14.5
33:35.3,92,131,2204,131,33,44.19,83.5,29,14.1,14.5
33:35.3,92,131,2114,131,33,44.19,83.5,29,14.1,14.5
33:35.4,92,131,2114,125,33,44.19,83.5,29,14.1,14.5
33:35.5,92,131,2114,125,33,44.19,83.5,29,14.1,14.5
33:35.6,92,131,2114,125,33,41.52,83.5,29,14.1,14.5
33:35.7,92,131,2114,125,33,41.52,83.5,29,14.1,14.5
33:35.8,92,131,2114,125,33,41.52,83.5,29,14.1,14.5
33:35.9,92,131,2114,125,33,41.52,83.5,29,14.1,14.5
33:36.0,92,131,2114,125,33,41.52,83.5,29,14.1,14.5
33:36.1,92,131,2114,125,33,41.52,83.5,29,14.1,14.5
33:36.2,92,127,2114,125,33,41.52,83.5,29,14.1,14.5
33:36.3,92,127,2049,125,33,41.52,83.5,29,14.1,14.5
33:36.4,92,127,2049,122,33,41.52,83.5,29,14.1,14.5
33:36.5,92,127,2049,122,32,41.52,83.5,29,14.1,14.5
33:36.6,92,127,2049,122,32,39.49,83.5,29,14.1,14.5
33:36.6,92,127,2049,122,32,39.49,83.5,29,14.1,14.5
33:36.7,92,127,2049,122,32,39.49,83.5,29,14.1,14.5
33:36.8,92,127,2049,122,32,39.49,83.5,29,14.1,14.5
33:36.9,92,127,2049,122,32,39.49,83.5,29,14.1,14.5
33:37.0,92,127,2049,122,32,39.49,83.5,29,14.1,14.5
33:37.1,92,125,2049,122,32,39.49,83.5,29,14.1,14.5
33:37.2,92,125,2003,122,32,39.49,83.5,29,14.1,14.5
33:37.3,92,125,2003,119,32,39.49,83.5,29,14.1,14.5
33:37.4,92,125,2003,119,32,39.49,83.5,29,14.1,14.5
33:37.4,92,125,2003,119,32,37.97,83.5,29,14.1,14.5
33:37.5,92,125,2003,119,32,37.97,83.5,29,14.1,14.5
33:37.7,92,125,2003,119,32,37.97,83.5,29,14.1,14.5
33:37.8,92,125,2003,119,32,37.97,83.5,29,14.1,14.5
33:37.9,92,125,2003,119,32,37.97,83.5,29,14.1,14.5
33:38.0,92,125,2003,119,32,37.97,83.5,29,14.1,14.5
33:38.0,92,123,2003,119,32,37.97,83.5,29,14.1,14.5
33:38.1,92,123,1966,119,32,37.97,83.5,29,14.1,14.5
33:38.2,92,123,1966,116,32,37.97,83.5,29,14.1,14.5
33:38.3,92,123,1966,116,32,37.97,83.5,29,14.1,14.5
33:38.4,92,123,1966,116,32,37.38,83.5,29,14.1,14.5
33:38.5,92,123,1966,116,32,37.38,83.5,29,14.1,14.5
33:38.6,92,123,1966,116,32,37.38,83.5,29,14.1,14.5
33:38.7,92,123,1966,116,32,37.38,83.5,29,29,14.5
33:38.8,92,123,1966,116,32,37.38,83.5,29,29,31.4
33:38.9,92,123,1966,116,32,37.38,83.5,29,29,31.4
33:39.0,92,118,1966,116,32,37.38,83.5,29,29,31.4
33:39.0,92,118,1949,116,32,37.38,83.5,29,29,31.4
33:39.1,92,118,1949,115,32,37.38,83.5,29,29,31.4
33:39.2,92,118,1949,115,32,37.38,83.5,29,29,31.4
33:39.3,92,118,1949,115,32,19.19,83.5,29,29,31.4
33:39.4,92,118,1949,115,32,19.19,83.5,29,29,31.4
33:39.5,92,118,1949,115,32,19.19,83.5,29,29,31.4
33:39.6,92,118,1949,115,32,19.19,83.5,29,32.5,31.4
33:39.7,92,118,1949,115,32,19.19,83.5,29,32.5,32.5
33:39.8,92,118,1949,115,32,19.19,83.5,29,32.5,32.5
33:39.9,92,117,1949,115,32,19.19,83.5,29,32.5,32.5
33:39.9,92,117,1937,115,32,19.19,83.5,29,32.5,32.5
33:40.0,92,117,1937,115,32,19.19,83.5,29,32.5,32.5
33:40.1,92,117,1937,115,30,19.19,83.5,29,32.5,32.5
33:40.2,92,117,1937,115,30,19.77,83.5,29,32.5,32.5
33:40.3,92,117,1937,115,30,19.77,83.5,29,32.5,32.5
33:40.4,92,117,1937,115,30,19.77,83.5,29,32.5,32.5
33:40.5,92,117,1937,115,30,19.77,83.5,29,14.1,32.5
33:40.6,92,117,1937,115,30,19.77,83.5,29,14.1,14.5
33:40.7,92,117,1937,115,30,19.77,83.5,29,14.1,14.5
33:40.8,92,114,1937,115,30,19.77,83.5,29,14.1,14.5
33:40.8,92,114,1922,115,30,19.77,83.5,29,14.1,14.5
33:40.9,92,114,1922,114,30,19.77,83.5,29,14.1,14.5
33:41.0,92,114,1922,114,30,19.77,83.5,29,14.1,14.5
33:41.1,92,114,1922,114,30,19.91,83.5,29,14.1,14.5
33:41.2,92,114,1922,114,30,19.91,83.5,29,14.1,14.5
33:41.3,92,114,1922,114,30,19.91,83.5,29,14.1,14.5
33:41.4,92,114,1922,114,30,19.91,83.5,29,34.9,14.5
33:41.5,92,114,1922,114,30,19.91,83.5,29,34.9,37.6
33:41.6,92,114,1922,114,30,19.91,83.5,29,34.9,37.6
33:41.6,92,118,1922,114,30,19.91,83.5,29,34.9,37.6
33:41.7,92,118,1911,114,30,19.91,83.5,29,34.9,37.6
33:41.8,92,118,1911,113,30,19.91,83.5,29,34.9,37.6
33:41.9,92,118,1911,113,30,19.91,83.5,29,34.9,37.6
33:42.0,92,118,1911,113,30,24.91,83.5,29,34.9,37.6
