ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),Throttle_Response_Problem
710,971.75,50,18.82353,35.294117,86,-3.125,-0.78125,37,32.156864,50.980392,16.078432,31.764706,18.82353,0,101,0,43,0,561,447,13.671,21.568628,0,7877,0,255,
710,971.75,50,18.82353,35.294117,86,-3.125,-0.78125,37,32.156864,50.980392,16.078432,31.764706,18.82353,0,101,0,43,0,561,447,13.671,21.568628,0,7877,0,255,
710,978,44,18.82353,35.294117,86,-3.125,1.5625,36,32.156864,50.980392,16.078432,31.764706,18.82353,0,101,0,44,0,561,447,13.671,21.568628,0,7877,0,255,
712,978,44,18.82353,35.294117,86,-3.125,1.5625,36,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,44,0,561,447,13.671,21.17647,0,7877,0,255,
712,978,44,18.82353,35.294117,86,-3.125,1.5625,36,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,44,0,559.099976,444.5,13.671,21.17647,0,7877,0,255,
712,978,44,18.82353,35.294117,86,-3.125,2.34375,36,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,44,0,559.099976,444.5,13.671,21.17647,0,7877,0,255,
714,984.25,42,18.82353,35.294117,86,-3.125,2.34375,37,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,44,0,559.099976,444.5,13.671,21.17647,0,7877,0,255,
714,984.25,42,18.82353,35.294117,86,-3.125,2.34375,37,33.333332,50.980392,16.078432,31.764706,18.82353,0,101,0,44,0,557.099976,442,13.671,21.17647,0,7877,0,255,
714,984.25,42,18.82353,35.294117,86,-3.125,2.34375,37,33.333332,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,557.099976,442,13.75,21.17647,0,7877,0,255,
714,816.25,39,18.82353,23.529411,87,-3.125,3.125,25,33.333332,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,557.099976,442,13.75,21.17647,0,7877,0,255,
715,816.25,39,16.470589,23.529411,87,-3.125,3.125,25,33.333332,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,557.099976,442,13.75,13.725491,0,7877,0,255,
715,816.25,39,16.470589,23.529411,87,-3.125,3.125,25,32.941177,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,556.099976,440.700012,13.73,13.725491,0,7877,0,255,
715,816.25,39,16.470589,23.529411,87,-3.125,3.125,25,32.941177,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,556.099976,440.700012,13.73,13.725491,0,7877,0,255,
715,779.5,34,16.470589,25.882353,87,-3.125,3.125,27,32.941177,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,556.099976,440.700012,13.73,13.725491,0,7877,0,255,
717,779.5,34,16.470589,25.882353,87,-3.125,3.125,27,32.941177,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,556.099976,440.700012,13.73,14.509804,0,7877,0,255,
717,779.5,34,16.470589,25.882353,87,-3.125,3.125,27,32.941177,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,553.900024,438.200012,13.73,14.509804,0,7878,0,255,
717,779.5,34,16.470589,26.666666,87,-3.125,3.125,27,32.941177,47.843136,16.078432,31.764706,16.470589,0,101,0,44,0,553.900024,438.200012,13.73,14.509804,0,7878,0,255,
719,770.25,27,16.470589,26.666666,87,-3.125,3.125,27,32.941177,47.843136,16.078432,31.764706,16.470589,0,101,0,45,0,553.900024,438.200012,13.73,14.509804,0,7878,0,255,
719,770.25,27,16.470589,26.666666,87,-3.125,3.125,27,34.509804,47.843136,16.078432,31.764706,16.470589,0,101,0,45,0,551.5,435.700012,13.73,15.686275,0,7878,0,255,
719,770.25,27,16.470589,26.666666,87,-3.125,3.125,27,34.509804,47.843136,16.078432,31.764706,16.470589,0,101,0,45,0,551.5,435.700012,13.73,15.686275,0,7878,0,255,
719,782,24,16.470589,25.882353,88,-3.125,-1.5625,27,34.509804,47.843136,16.078432,31.764706,16.470589,0,101,0,45,2,551.5,435.700012,13.73,15.686275,0,7878,0,255,
721,782,24,16.470589,25.882353,88,-3.125,-1.5625,27,34.509804,47.843136,16.078432,31.764706,16.470589,0,101,0,45,2,551.5,435.700012,13.73,15.686275,0,7878,0,255,
721,782,24,16.470589,25.882353,88,-3.125,-1.5625,27,33.333332,47.843136,16.078432,31.764706,16.470589,0,101,0,45,2,549,433.299988,13.73,16.470589,0,7878,0,255,
721,782,24,16.470589,25.882353,88,-3.125,-1.5625,27,33.333332,47.843136,16.078432,31.764706,16.470589,0,101,0,45,2,549,433.299988,13.73,16.470589,0,7878,0,255,
721,788.25,22,16.470589,26.274509,88,-3.125,2.34375,27,33.333332,47.843136,16.078432,31.764706,16.470589,0,101,0,45,-1,549,433.299988,13.73,16.470589,0,7878,0,255,
723,788.25,22,16.470589,26.274509,88,-3.125,2.34375,27,32.156864,47.843136,16.078432,31.764706,16.470589,0,101,0,45,-1,549,433.299988,13.73,17.647058,0,7878,0,255,
723,788.25,22,16.470589,26.274509,88,-3.125,2.34375,27,32.156864,49.803921,25.490196,41.176472,21.960785,0,101,0.392157,45,-1,547.799988,432.100006,13.789,17.647058,0,7878,0,255,
723,788.25,22,16.470589,70.196075,88,-3.125,-3.125,27,32.156864,49.803921,25.490196,41.176472,21.960785,0,101,0.392157,45,-1,547.799988,432.100006,13.789,17.647058,0,7878,0,255,
725,1071,20,22.745098,70.196075,88,-4.6875,-3.125,72,32.156864,49.803921,25.490196,41.176472,21.960785,0,101,0.392157,45,3,547.799988,432.100006,13.789,17.647058,0,7878,0,255,
725,1071,20,22.745098,70.196075,88,-4.6875,-3.125,72,33.333332,49.803921,25.490196,41.176472,21.960785,0,101,0.392157,45,3,545.799988,429.899994,13.789,22.352942,0,7878,0,255,
725,1071,20,22.745098,70.196075,88,-4.6875,-3.125,72,33.333332,54.509804,24.313726,40.392159,21.568628,0,101,5.098039,45,3,545.799988,429.899994,13.75,22.352942,0,7878,0,255,
725,1322.5,26,22.745098,50.588234,88,-1.5625,-6.25,47,33.333332,54.509804,24.313726,40.392159,21.568628,0,101,5.098039,44,18,545.799988,429.899994,13.75,22.352942,0,7878,0,255,
726,1322.5,26,17.254902,50.588234,88,-1.5625,-6.25,47,33.333332,54.509804,24.313726,40.392159,21.568628,0,101,5.098039,44,18,545.799988,429.899994,13.75,22.352942,0,7878,0,255,
726,1322.5,26,17.254902,50.588234,88,-1.5625,-6.25,47,28.627451,54.901962,24.313726,40.392159,21.568628,0,101,2.745098,44,18,544.700012,428.100006,13.417,12.941176,0,7878,0,255,
726,1322.5,26,17.254902,50.588234,88,-1.5625,-6.25,47,28.627451,54.901962,24.705883,40.784313,23.921568,0,101,2.745098,44,18,544.700012,428.100006,13.417,12.941176,0,7878,0,255,
726,1321,27,21.568628,55.294117,88,-0.78125,-7.8125,54,28.627451,54.901962,24.705883,40.784313,23.921568,0,101,2.745098,44,17,544.700012,428.100006,13.417,12.941176,0,7878,0,255,
728,1321,27,21.568628,55.294117,88,-0.78125,-7.8125,54,30.196079,54.901962,24.705883,40.784313,23.921568,0,101,2.745098,44,17,544.700012,428.100006,13.417,14.90196,0,7878,0,255,
728,1321,27,21.568628,55.294117,88,-0.78125,-7.8125,54,30.196079,55.686275,23.137255,39.215687,22.745098,0,101,4.705883,44,17,544.599976,426.899994,13.691,14.90196,0,7878,0,255,
728,1321,27,21.568628,54.509804,88,-0.78125,-7.8125,54,30.196079,55.686275,23.137255,39.215687,22.745098,0,101,4.705883,44,17,544.599976,426.899994,13.691,14.90196,0,7878,0,255,
730,1494.5,30,22.745098,54.509804,88,-0.78125,-6.25,55,30.196079,55.686275,23.137255,39.215687,22.745098,0,101,4.705883,43,18,544.599976,426.899994,13.691,14.90196,0,7878,0,255,
730,1494.5,30,22.745098,54.509804,88,-0.78125,-6.25,55,30.980392,55.686275,23.137255,39.215687,22.745098,0,101,4.705883,43,18,545,426.5,13.691,21.17647,0,7878,0,255,
730,1494.5,30,22.745098,54.509804,88,-0.78125,-6.25,55,30.980392,56.07843,23.529411,39.607841,22.745098,0,101,5.098039,43,18,545,426.5,13.71,21.17647,0,7878,0,255,
730,1646.75,32,22.745098,49.803921,88,-1.5625,0.78125,50,30.980392,56.07843,23.529411,39.607841,22.745098,0,101,5.098039,43,20,545,426.5,13.71,21.17647,0,7878,0,255,
732,1646.75,32,22.745098,49.803921,88,-1.5625,0.78125,50,30.980392,56.07843,23.529411,39.607841,22.745098,0,101,5.098039,43,20,545,426.5,13.71,21.17647,0,7878,0,255,
732,1646.75,32,22.745098,49.803921,88,-1.5625,0.78125,50,31.764706,55.686275,23.529411,39.607841,22.745098,0,101,1.960784,43,20,546.700012,426.200012,13.691,12.941176,0,7878,0,255,
732,1646.75,32,22.745098,49.803921,88,-1.5625,0.78125,50,31.764706,55.686275,31.764706,47.843136,32.156864,0,101,1.960784,43,20,546.700012,426.200012,13.691,12.941176,0,7878,0,255,
732,1304.5,34,42.35294,98.039215,88,-4.6875,-0.78125,100,31.764706,55.686275,31.764706,47.843136,32.156864,0,101,1.960784,43,-2,546.700012,426.200012,13.691,12.941176,0,7878,0,255,
734,1304.5,34,42.35294,98.039215,88,-4.6875,-0.78125,100,31.764706,55.686275,31.764706,47.843136,32.156864,0,101,1.960784,43,-2,546.700012,426.200012,13.691,18.039215,0,7878,0,255,
734,1304.5,34,42.35294,98.039215,88,-4.6875,-0.78125,100,31.764706,80,36.862743,52.941177,41.568626,0,101,22.745098,43,-2,550,427.100006,13.71,18.039215,0,7878,0,255,
734,1304.5,34,42.35294,97.647057,88,-4.6875,-0.78125,100,31.764706,80,36.862743,52.941177,41.568626,0,101,22.745098,43,-2,550,427.100006,13.71,18.039215,0,7878,0,255,
735,1557.75,40,35.686275,97.647057,87,-4.6875,0.78125,97,31.764706,80,36.862743,52.941177,41.568626,0,101,22.745098,43,5,550,427.100006,13.71,18.039215,0,7878,0,255,
735,1557.75,40,35.686275,97.647057,87,-4.6875,0.78125,97,29.019608,80,36.862743,52.941177,41.568626,0,101,22.745098,43,5,555.599976,429.700012,13.71,12.941176,0,7878,0,255,
735,1557.75,40,35.686275,97.647057,87,-4.6875,0.78125,97,29.019608,50.980392,18.82353,35.686275,20.392157,0,101,0,43,5,555.599976,429.700012,13.71,12.941176,0,7878,0,255,
735,1600.75,46,35.686275,38.431374,87,-2.34375,5.46875,37,29.019608,50.980392,18.82353,35.686275,20.392157,0,101,0,43,5,555.599976,429.700012,13.71,12.941176,0,7878,0,255,
737,1600.75,46,18.82353,38.431374,87,-2.34375,5.46875,37,29.019608,50.980392,18.82353,35.686275,20.392157,0,101,0,43,24,555.599976,429.700012,13.71,12.941176,0,7878,0,255,
737,1600.75,46,18.82353,38.431374,87,-2.34375,5.46875,37,30.196079,50.980392,18.82353,35.686275,20.392157,0,101,0,43,24,557.799988,430.799988,13.691,13.333333,0,7878,0,255,
737,1600.75,46,18.82353,38.431374,87,-2.34375,5.46875,37,30.196079,50.980392,16.078432,31.764706,18.82353,0,101,0,43,24,557.799988,430.799988,13.691,13.333333,0,7878,0,255,
737,1564,44,20.784313,32.156864,87,-1.5625,5.46875,37,30.196079,50.980392,16.078432,31.764706,18.82353,0,101,0,43,2,557.799988,430.799988,13.691,13.333333,0,7878,0,255,
739,1564,44,20.784313,32.156864,87,-1.5625,5.46875,37,32.941177,50.980392,16.078432,31.764706,18.82353,0,101,0,43,2,557.799988,430.799988,13.691,12.941176,0,7878,0,255,
739,1564,44,20.784313,32.156864,87,-1.5625,5.46875,37,32.941177,50.980392,16.078432,31.764706,18.82353,0,101,0,43,2,560.900024,432.399994,13.71,12.941176,0,7878,0,255,
739,1564,44,20.784313,32.156864,87,-1.5625,5.46875,37,32.941177,50.980392,16.078432,31.764706,18.82353,0,101,0,43,2,560.900024,432.399994,13.71,12.941176,0,7878,0,255,
741,1479.5,43,21.568628,39.607841,87,-2.34375,5.46875,39,32.941177,50.980392,16.078432,31.764706,18.82353,0,101,0,43,21,560.900024,432.399994,13.71,12.941176,0,7878,0,255,
741,1479.5,43,21.568628,39.607841,87,-2.34375,5.46875,39,35.686275,50.980392,16.078432,31.764706,18.82353,0,101,0,43,21,563.299988,432.399994,13.71,15.294118,0,7878,0,255,
741,1479.5,43,21.568628,39.607841,87,-2.34375,5.46875,39,35.686275,57.64706,25.490196,41.176472,23.921568,0,101,5.098039,43,21,563.299988,433.799988,13.75,15.294118,0,7878,0,255,
741,1641.25,43,21.568628,63.92157,87,-3.125,0.78125,65,35.686275,57.64706,25.490196,41.176472,23.921568,0,101,5.098039,43,21,563.299988,433.799988,13.75,15.294118,0,7878,0,255,
743,1641.25,43,23.921568,63.92157,87,-3.125,0.78125,65,35.686275,57.64706,25.490196,41.176472,23.921568,0,101,5.098039,43,16,563.299988,433.799988,13.75,15.294118,0,7878,0,255,
743,1641.25,43,23.921568,63.92157,87,-3.125,0.78125,65,36.07843,57.64706,25.490196,41.176472,23.921568,0,101,4.313725,43,16,567,436,13.769,17.254902,0,7878,0,255,
743,1641.25,43,23.921568,63.92157,87,-3.125,0.78125,65,36.07843,56.470589,24.313726,40.392159,22.745098,0,101,4.313725,43,16,567,436,13.769,17.254902,0,7878,0,255,
743,1731.25,48,17.647058,22.745098,87,-3.125,-0.78125,21,36.07843,56.470589,24.313726,40.392159,22.745098,0,101,4.313725,43,12,567,436,13.769,17.254902,0,7878,0,255,
744,1731.25,48,17.647058,22.745098,87,-3.125,-0.78125,21,32.941177,56.470589,24.313726,40.392159,22.745098,0,101,4.313725,43,12,567,436,13.769,14.90196,0,7878,0,255,
744,1731.25,48,17.647058,22.745098,87,-3.125,-0.78125,21,32.941177,54.901962,23.137255,39.215687,21.960785,0,101,3.921569,43,12,568.5,437.799988,13.769,14.90196,0,7878,0,255,
744,1731.25,48,17.647058,22.745098,87,-3.125,-0.78125,21,32.941177,54.901962,23.137255,39.215687,21.960785,0,101,3.921569,43,12,568.5,437.799988,13.769,14.90196,0,7878,0,255,
746,1746,50,21.960785,42.35294,87,-2.34375,-0.78125,43,32.941177,54.901962,23.137255,39.215687,21.960785,0,101,3.921569,43,23,568.5,437.799988,13.769,14.90196,0,7878,0,255,
746,1746,50,21.960785,42.35294,87,-2.34375,-0.78125,43,33.333332,54.901962,23.137255,39.215687,21.960785,0,101,3.921569,43,23,570.900024,437.799988,13.769,19.215687,0,7878,0,255,
746,1746,50,21.960785,42.35294,87,-2.34375,-0.78125,43,33.333332,54.901962,23.137255,39.215687,21.960785,0,101,3.921569,43,23,570.900024,438.600006,13.769,19.215687,0,7878,0,255,
746,1794.5,50,21.960785,41.176472,87,-2.34375,-1.5625,41,33.333332,54.901962,23.137255,39.215687,21.960785,0,101,3.921569,43,23,570.900024,438.600006,13.769,19.215687,0,7878,0,255,
748,1794.5,51,21.960785,41.176472,87,-2.34375,-1.5625,41,33.333332,54.901962,23.137255,39.215687,21.960785,0,101,3.921569,43,24,570.900024,438.600006,13.769,19.215687,0,7878,0,255,
748,1794.5,51,21.960785,41.176472,87,-2.34375,-1.5625,41,35.294117,54.901962,23.137255,39.215687,21.960785,0,101,3.529412,43,24,573,440.100006,13.789,29.803921,0,7878,0,255,
748,1794.5,51,21.960785,41.176472,87,-2.34375,-1.5625,41,35.294117,54.117645,22.745098,38.431374,21.568628,0,101,3.529412,43,24,573,440.100006,13.789,29.803921,0,7878,0,255,
748,1809.25,51,21.17647,36.07843,87,-2.34375,-1.5625,38,35.294117,54.117645,22.745098,38.431374,21.568628,0,101,3.529412,43,25,573,440.100006,13.789,29.803921,0,7878,0,255,
750,1809.25,51,21.17647,36.07843,87,-2.34375,-1.5625,38,32.156864,54.117645,22.745098,38.431374,21.568628,0,101,3.529412,43,25,573,440.100006,13.789,38.431374,0,7878,0,255,
750,1809.25,51,21.17647,36.07843,87,-2.34375,-1.5625,38,32.156864,54.117645,22.745098,38.431374,21.17647,0,101,3.137255,43,25,574.5,441.200012,13.769,38.431374,0,7878,0,255,
750,1809.25,51,21.17647,36.07843,87,-2.34375,-1.5625,38,32.156864,54.117645,22.745098,38.431374,21.17647,0,101,3.137255,43,25,574.5,441.200012,13.769,38.431374,0,7878,0,255,
752,1827.25,53,21.17647,36.07843,86,-2.34375,-1.5625,37,32.156864,54.117645,22.745098,38.431374,21.17647,0,101,3.137255,44,26,574.5,441.200012,13.769,38.431374,0,7878,0,255,
752,1827.25,53,21.17647,36.07843,86,-2.34375,-1.5625,37,32.941177,54.117645,22.745098,38.431374,21.17647,0,101,3.137255,44,26,574.5,441.200012,13.769,45.098038,0,7878,0,255,
752,1827.25,53,21.17647,36.07843,86,-2.34375,-1.5625,37,32.941177,54.901962,22.745098,38.431374,22.352942,0,101,4.313725,44,26,575.099976,442.200012,13.632,45.098038,0,7878,0,255,
752,1827.25,53,21.17647,42.35294,87,-1.5625,2.34375,43,32.941177,54.901962,22.745098,38.431374,22.352942,0,101,4.313725,44,26,575.099976,442.200012,13.632,45.098038,0,7878,0,255,
753,1815.5,53,22.352942,42.35294,87,-1.5625,2.34375,43,32.941177,54.901962,22.745098,38.431374,22.352942,0,101,4.313725,44,23,575.099976,442.200012,13.632,45.098038,0,7878,0,255,
753,1815.5,53,22.352942,42.35294,87,-1.5625,2.34375,43,31.764706,54.901962,22.745098,38.431374,22.352942,0,101,4.313725,44,23,576.400024,442.600006,13.691,52.941177,0,7878,0,255,
753,1815.5,53,22.352942,42.35294,87,-1.5625,2.34375,43,31.764706,55.294117,22.745098,38.431374,21.960785,0,101,3.921569,44,23,576.400024,442.600006,13.691,52.941177,0,7878,0,255,
753,1830.25,53,21.960785,41.568626,86,-2.34375,3.125,43,31.764706,55.294117,22.745098,38.431374,21.960785,0,101,3.921569,44,24,576.400024,442.600006,13.691,52.941177,0,7878,0,255,
755,1830.25,53,21.960785,41.568626,86,-2.34375,3.125,43,34.509804,55.294117,22.745098,38.431374,21.960785,0,101,3.921569,44,24,576.400024,442.600006,13.691,59.607841,0,7878,0,255,
755,1830.25,53,21.960785,41.568626,86,-2.34375,3.125,43,34.509804,55.294117,22.745098,38.431374,21.960785,0,101,4.313725,44,24,577.700012,443.600006,13.691,59.607841,0,7878,0,255,
755,1830.25,53,21.960785,41.568626,86,-2.34375,3.125,43,34.509804,55.294117,22.745098,38.431374,21.960785,0,101,4.313725,44,24,577.700012,443.600006,13.691,59.607841,0,7878,0,255,
757,1866.25,52,21.960785,41.960785,86,-2.34375,-3.125,42,34.509804,55.294117,22.745098,38.431374,21.960785,0,101,4.313725,43,24,577.700012,443.600006,13.691,59.607841,0,7878,0,255,
757,1866.25,52,21.960785,41.960785,86,-2.34375,-3.125,42,32.156864,55.294117,22.745098,38.431374,21.960785,0,101,4.313725,43,24,577.700012,443.600006,13.691,53.333332,0,7878,0,255,
757,1866.25,52,21.960785,41.960785,86,-2.34375,-3.125,42,32.156864,50.980392,16.078432,31.764706,18.82353,0,101,0,43,24,579.099976,444.600006,13.71,53.333332,0,7878,0,255,
757,1866.25,52,21.960785,34.901962,86,-2.34375,1.5625,42,32.156864,50.980392,16.078432,31.764706,18.82353,0,101,0,43,24,579.099976,444.600006,13.71,53.333332,0,7878,0,255,
759,1859.25,53,21.568628,34.901962,86,-2.34375,1.5625,39,32.156864,50.980392,16.078432,31.764706,18.82353,0,101,0,44,24,579.099976,444.600006,13.71,53.333332,0,7878,0,255,
759,1859.25,53,21.568628,34.901962,86,-2.34375,1.5625,39,30.980392,50.980392,16.078432,31.764706,18.82353,0,101,0,44,24,579.5,445.200012,13.71,31.764706,0,7878,0,255,
759,1859.25,53,21.568628,34.901962,86,-2.34375,1.5625,39,30.980392,54.509804,21.960785,38.039215,21.568628,0,101,2.745098,44,24,579.5,445.200012,13.71,31.764706,0,7878,0,255,
759,1868.75,54,22.745098,39.215687,86,-2.34375,3.125,43,30.980392,54.509804,21.960785,38.039215,21.568628,0,101,2.745098,44,24,579.5,445.200012,13.71,31.764706,0,7878,0,255,
761,1868.75,54,22.745098,39.215687,86,-2.34375,3.125,43,31.764706,54.509804,21.960785,38.039215,21.568628,0,101,2.745098,44,24,579.5,445.200012,13.71,40,0,7878,0,255,
761,1868.75,54,22.745098,39.215687,86,-2.34375,3.125,43,31.764706,58.431374,26.274509,42.35294,26.666666,0,101,5.490196,44,24,580.400024,445.5,13.691,40,0,7878,0,255,
761,1868.75,54,22.745098,39.215687,86,-2.34375,3.125,43,31.764706,58.431374,26.274509,42.35294,26.666666,0,101,5.490196,44,24,580.400024,445.5,13.691,40,0,7878,0,255,
761,1992,55,27.450981,76.470589,86,-4.6875,-0.78125,76,31.764706,58.431374,26.274509,42.35294,26.666666,0,101,5.490196,43,15,580.400024,445.5,13.691,40,0,7878,0,255,
763,1992,55,27.450981,76.470589,86,-4.6875,-0.78125,76,31.764706,58.431374,26.274509,42.35294,26.666666,0,101,5.490196,43,15,580.400024,445.5,13.691,45.490196,0,7878,0,255,
763,1992,55,27.450981,76.470589,86,-4.6875,-0.78125,76,31.764706,56.07843,23.529411,39.607841,22.745098,0,101,3.921569,43,15,583.099976,447.200012,13.75,45.490196,0,7878,0,255,
763,1992,55,27.450981,33.725491,86,-0.78125,0.78125,76,31.764706,56.07843,23.529411,39.607841,22.745098,0,101,3.921569,43,15,583.099976,447.200012,13.75,45.490196,0,7878,0,255,
764,2103.75,58,20.784313,33.725491,86,-0.78125,0.78125,32,31.764706,56.07843,23.529411,39.607841,22.745098,0,101,3.921569,43,29,583.099976,447.200012,13.75,45.490196,0,7878,0,255,
764,2103.75,58,20.784313,33.725491,86,-0.78125,0.78125,32,29.411764,56.07843,23.529411,39.607841,22.745098,0,101,3.921569,43,29,586,449.200012,13.769,20.784313,0,7878,0,255,
764,2103.75,58,20.784313,33.725491,86,-0.78125,0.78125,32,29.411764,53.725491,21.568628,37.64706,21.17647,0,101,2.352941,43,29,586,449.200012,13.769,20.784313,0,7878,0,255,
764,2126.5,60,20.784313,29.411764,87,0,0,30,29.411764,53.725491,21.568628,37.64706,21.17647,0,101,2.352941,43,30,586,449.200012,13.769,20.784313,0,7878,0,255,
766,2126.5,60,20.784313,29.411764,87,0,0,30,30.196079,53.725491,21.568628,37.64706,21.17647,0,101,2.352941,43,30,586,449.200012,13.769,30.196079,0,7878,0,255,
766,2126.5,60,20.784313,29.411764,87,0,0,30,30.196079,53.725491,21.568628,37.64706,21.17647,0,101,1.960784,43,30,587.799988,450.700012,13.789,30.196079,0,7878,0,255,
766,2126.5,60,20.784313,29.411764,87,0,0,30,30.196079,53.725491,21.568628,37.64706,21.17647,0,101,1.960784,43,30,587.799988,450.700012,13.789,30.196079,0,7878,0,255,
766,2142,60,20.784313,29.803921,86,0,0.78125,31,30.196079,53.725491,21.568628,37.64706,21.17647,0,101,1.960784,43,30,587.799988,450.700012,13.789,30.196079,0,7878,0,255,
768,2142,60,20.784313,29.803921,86,0,0.78125,31,32.156864,53.725491,21.568628,37.64706,21.17647,0,101,1.960784,43,30,587.799988,450.700012,13.789,40.392159,0,7878,0,255,
768,2142,60,20.784313,29.803921,86,0,0.78125,31,32.156864,54.117645,21.960785,38.039215,21.568628,0,101,2.352941,43,30,588.299988,451.200012,13.769,40.392159,0,7878,0,255,
768,2142,60,20.784313,33.725491,86,-1.5625,1.5625,31,32.156864,54.117645,21.960785,38.039215,21.568628,0,101,2.352941,43,30,588.299988,451.200012,13.769,40.392159,0,7878,0,255,
770,2171,60,21.960785,33.725491,86,-1.5625,1.5625,36,32.156864,54.117645,21.960785,38.039215,21.568628,0,101,2.352941,44,28,588.299988,451.200012,13.769,40.392159,0,7878,0,255,
770,2171,60,21.960785,33.725491,86,-1.5625,1.5625,36,31.764706,54.117645,21.960785,38.039215,21.568628,0,101,2.352941,44,28,589.200012,452,13.71,50.980392,0,7878,0,255,
770,2171,60,21.960785,33.725491,86,-1.5625,1.5625,36,31.764706,60.392159,27.058823,43.137257,27.058823,0,101,7.45098,44,28,589.200012,452,13.71,50.980392,0,7878,0,255,
770,2271,63,18.431372,70.588234,86,-3.90625,-1.5625,42,31.764706,60.392159,27.058823,43.137257,27.058823,0,101,7.45098,43,25,589.200012,452,13.71,50.980392,0,7878,0,255,
772,2271,63,18.431372,70.588234,86,-3.90625,-1.5625,42,30.980392,60.392159,27.058823,43.137257,27.058823,0,101,7.45098,43,25,589.200012,452,13.71,0,0,7878,0,255,
772,2271,63,18.431372,70.588234,86,-3.90625,-1.5625,42,30.980392,58.039215,30.980392,47.058823,27.058823,0,101,3.137255,43,25,591.700012,453.899994,13.613,0,0,7878,0,255,
772,2271,63,18.431372,70.588234,86,-3.90625,-1.5625,42,30.980392,58.039215,30.980392,47.058823,34.117645,0,101,3.137255,43,25,591.700012,453.899994,13.613,0,0,7878,0,255,
772,1921,64,58.039215,98.431374,86,-4.6875,-0.78125,101,30.980392,58.039215,30.980392,47.058823,34.117645,0,101,3.137255,43,6,591.700012,453.899994,13.613,0,0,7878,0,255,
773,1921,64,58.039215,98.431374,86,-4.6875,-0.78125,101,31.764706,58.039215,30.980392,47.058823,34.117645,0,101,3.137255,43,6,591.700012,453.899994,13.613,21.960785,0,7878,0,255,
773,1921,64,58.039215,98.431374,86,-4.6875,-0.78125,101,31.764706,84.705879,36.470589,52.549019,43.137257,0,101,27.058823,43,6,597.5,458.100006,13.71,21.960785,0,7878,0,255,
773,1921,64,58.039215,95.686272,86,-4.6875,3.125,101,31.764706,84.705879,36.470589,52.549019,43.137257,0,101,27.058823,43,6,597.5,458.100006,13.71,21.960785,0,7878,0,255,
775,2092,68,34.509804,95.686272,86,-4.6875,3.125,96,31.764706,84.705879,36.470589,52.549019,43.137257,0,101,27.058823,43,9,597.5,458.100006,13.71,21.960785,0,7878,0,255,
775,2092,68,34.509804,95.686272,86,-4.6875,3.125,96,29.411764,84.705879,36.470589,52.549019,43.137257,0,102,27.058823,43,9,602,461.399994,13.71,22.352942,0,7878,0,255,
775,2092,68,34.509804,95.686272,86,-4.6875,3.125,96,29.411764,50.980392,16.078432,31.764706,18.82353,0,102,0,43,9,602,461.399994,13.632,22.352942,0,7878,0,255,
775,2089.75,74,22.745098,19.607843,87,0.78125,-1.5625,37,29.411764,50.980392,16.078432,31.764706,18.82353,0,102,0,43,4,602,461.399994,13.632,22.352942,0,7878,0,255,
777,2089.75,74,22.745098,19.607843,87,0.78125,-1.5625,37,29.411764,50.980392,16.078432,31.764706,18.82353,0,102,0,43,4,602,461.399994,13.632,15.686275,0,7878,0,255,
777,2089.75,74,22.745098,19.607843,87,0.78125,-1.5625,37,29.411764,56.07843,23.137255,38.823528,18.82353,0,102,3.921569,43,4,608.5,466.899994,13.613,15.686275,0,7878,0,255,
777,2089.75,74,22.745098,19.607843,87,0.78125,-1.5625,37,29.411764,56.07843,23.137255,38.823528,22.745098,0,102,3.921569,43,4,608.5,466.899994,13.613,15.686275,0,7879,0,255,
